id;active;name;categories;price;tax_rules_ID;wholesale_price;on_sale;discount_amount;discount_percent;discount_from;discount_to;reference;supplier_reference;supplier;manufacturer;EAN13;UPC;ecotax;width;height;depth;weight;quantity;minimal_quantity;visibility;additional_shipping_cost;unity;unit_price;short_description;description;tags;meta_title;meta_keywords;meta_description;url_rewrite;text_when_in_stock;text_when_backorder_allowed;available_for_order;product_available_date;product_creation_date;show_price;image_urls;delete_existing_images;feature;available_online_only;condition_;customizable;uploadable;text_fields;out_of_stock;shop_id;advanced_stock_management;depends_on_stock;warehouse
1105;1;"PANTALLA TRANSP FG15";42;37.190083;1;;0;NULL;NULL;;;;;;45;;;;;;;;0;1;;;;;;"<p>Pantalla para casco HJC mod. FG-15.</p>";ciudad,carretera,;"PANTALLA TRANSP FG15";;;accesorio-hjc-pantalla-transp-fg15;"En stock";"Bajo pedido";1;2012-10-13;2012-10-13;1;http://bubumotos.com/data/producto/grande/1350118419_216034338_20129_12_1.jpg;1;;0;;0;0;0;0;1;0;0;0
1106;1;"PANTALLA AHUM FG15";42;37.190083;1;;0;NULL;NULL;;;;;;45;;;;;;;;0;1;;;;;;"<p>Pantalla ahumada para casco HJC mod, trasparente</p>";ciudad,carretera,;"PANTALLA AHUM FG15";;;accesorio-hjc-pantalla-ahum-fg15;"En stock";"Bajo pedido";1;2012-10-13;2012-10-13;1;http://bubumotos.com/data/producto/grande/1350118528_hjc_hj-09_oscura.jpg;1;;0;;0;0;0;0;1;0;0;0
1107;1;"ACCESORIOS (LOTE) SUZUKI BANDIT 2007";NULL;371.900826;1;;1;250.00;55.555556;;;;;;NULL;;;;;;;;1;1;;;;;;"<p>Tubo de escape &nbsp;ORIGINAL BANDIT. Caballete central, cubrecadenas Puig a estrenar y tapon de aceite con &nbsp;indicador de temperatura.</p>";ciudad,carretera,cross,trial,casual,;"ACCESORIOS (LOTE) SUZUKI BANDIT 2007";;;accesorios-lote-suzuki-bandit-2007;"En stock";"Bajo pedido";1;2012-10-13;2012-10-13;1;http://bubumotos.com/data/producto/grande/1350147192_foto_oscar_111.jpg,http://bubumotos.com/data/producto/grande/1350147580_caballete_bandit.jpg,http://bubumotos.com/data/producto/grande/1350147515_bandit.jpg,http://bubumotos.com/data/producto/grande/1350147275_foto_oscar_112.jpg;1;;0;;0;0;0;0;1;0;0;0
1108;1;"SOPORTE PINZA DE FRENO 902";62;5.041322;1;;0;NULL;NULL;;;;;;50;;;;;;;;1;1;;;;;;"<p>Soporte para pinza mod. 902 &nbsp;Luma, se puede intalar en la moto para facilitar el &nbsp;transporte de la pinza de disco.</p>";ciudad,carretera,;"SOPORTE PINZA DE FRENO 902";;;antirrobo-luma-soporte-pinza-de-freno-902;"En stock";"Bajo pedido";1;2012-10-17;2012-10-17;1;http://bubumotos.com/data/producto/grande/1350465395_soporte_pinza.jpg;1;;0;;0;0;0;0;1;0;0;0
1110;1;"STELA LADY TURISMO";5;104.958678;1;;1;22.00;17.322835;;;;;;38;;;;;;;;4;1;;;;;;"<p><strong> Botas impermeables STELA LADY TURISMO para moto. &nbsp; </strong></p>
<p><strong>Las botas STELA de RAINERS est&aacute;n fabricadas en piel con membrana impermeable garantizada. Este modelo tiene forro tejido altamente resistente y protector frontal.&nbsp; El cierre es mediante cremallera. &nbsp;</strong> &nbsp;</p>";ciudad,carretera,;"STELA LADY TURISMO";;;botas-rainers-stela-lady-turismo;"En stock";"Bajo pedido";1;2012-10-17;2012-10-17;1;http://bubumotos.com/data/producto/grande/1426613106_1110_botas-rainers-stela-lady-turismo_bubumotos.jpg,http://bubumotos.com/data/producto/grande/1426612928_1110_botas-rainers-stela-lady-turismo_bubumotos_detalle_2.jpg,http://bubumotos.com/data/producto/grande/1426612924_1110_botas-rainers-stela-lady-turismo_bubumotos_detalle.jpg,http://b;1;;0;;0;0;0;0;1;0;0;0
1111;1;"3D VINTAGE II HEADPHONES";36;64.462810;1;;0;NULL;NULL;;;;;;22;;;;;;;;3;1;;;;;;"<p>Casco 3D Vintage II realizado en polycarbonate.Pantalla con tratamiento antirrayas y transparente.Interior relleno multidensidad en tejido suave y transpirable.Cierre retenci&oacute;n seguridad microm&eacute;trico.De serie Bolsa portacasco 3D.Peso Aproximado 1.050grs +-50gr.</p>";ciudad,;"3D VINTAGE II HEADPHONES";;;casco-jet-nzi-3d-vintage-ii-headphones;"En stock";"Bajo pedido";1;2012-10-17;2012-10-17;1;http://bubumotos.com/data/producto/grande/1350497369_3d_vintage_ii_headphones...jpg,http://bubumotos.com/data/producto/grande/1350497411_3d_vintage_ii_headphones_2.jpg,http://bubumotos.com/data/producto/grande/1350497400_3d_vintage_ii_headphones1...jpg,http://bubumotos.com/data/producto/grande/1350497390_3d_vintage_ii_headphones..jpg,http:;1;;0;;0;0;0;0;1;0;0;0
1112;1;"NAVY DEGEND";41;21.487603;1;;0;NULL;NULL;;;;;;53;;;;;;;;4;1;;;;;;"<p>Guante fabricado por DEGEND. Guante en cordura con membrana impermeable HIPORA. Ajustable con velcro y con proteccion en la palma.</p>";ciudad,carretera,;"NAVY DEGEND";;;guantes-invierno-degend-navy-degend;"En stock";"Bajo pedido";1;2012-10-18;2012-10-18;1;http://bubumotos.com/data/producto/grande/1412680047_confort.jpg;1;;0;;0;0;0;0;1;0;0;0
1113;1;"BMX ONEAL BOMBER JR";48;70.247934;1;;0;NULL;NULL;;;;;;105;;;;;;;;0;1;;;;;;"<p>Casco fabricado por ONEAL. Casco integral en policarbonato.Espumas interiores desmontables y lavables.Visera ajustable.Cierre magn&eacute;tico Fidlock.Homologado seg&uacute;n la norma CE1078.</p>";ciudad,carretera,cross,trial,casual,;"BMX ONEAL BOMBER JR";;;casco-bici-oneal-bmx-oneal-bomber-jr;"En stock";"Bajo pedido";1;2012-10-18;2012-10-18;1;http://bubumotos.com/data/producto/grande/1350567059_f106d_3086523163.jpg;1;;0;;0;0;0;0;1;0;0;0
1115;0;"4C LADY SPECTRA OUTLET";8;95.041322;1;;1;33.00;28.695652;;;;;;84;;;;;;;;0;1;;;;;;"<p>Chaqueta 4C.Modelo Spectra lady.Color beige.Chaqueta impermeable y transpirable.Forro termico extraible.Bolsillo externos cerrados.Protectores de hombros y espalda.</p>";ciudad,carretera,;"4C LADY SPECTRA OUTLET";;;chaqueta-blh-4c-lady-spectra-outlet;"En stock";"Bajo pedido";1;2012-10-18;2012-10-18;1;http://bubumotos.com/data/producto/grande/1350569230_chaquetas-mujer-chaqueta-4city-lady-spectra-impermeable-y_bf_4514430.jpg;1;;0;;0;0;0;0;1;0;0;0
1116;0;"CUSTOM  MR 320 G20";36;81.818182;1;;1;50.00;50.505051;;;;;;71;;;;;;;;0;1;;;;;;"<p>Casco CUSTOM fabricado en policarbonato, cierre micrometrico. Perfil cromado</p>";ciudad,carretera,;"CUSTOM  MR 320 G20";;;casco-jet-m-roberts-custom-mr-320-g20;"En stock";"Bajo pedido";1;2012-10-18;2012-10-18;1;http://bubumotos.com/data/producto/grande/1350570349_m.robert_320_g20.jpg,http://bubumotos.com/data/producto/grande/1350570334_320_part.jpg;1;;0;;0;0;0;0;1;0;0;0
1117;1;"CUSTOM PRIMO";36;40.495868;1;;0;NULL;NULL;;;;;;67;;;;;;;;8;1;;;;;;"<p>Casco Jet&nbsp;ORIGINE&nbsp;realizado en resina termopl&aacute;stica.Interior en tejido antial&eacute;rgico y transpirable.Visera parasol extra&iacute;ble a corchetes de serie.Cierre de retenci&oacute;n microm&eacute;trico.Incluye bolsa portacasco origine.Peso aprox: 950gr. +-50gr.</p>";ciudad,carretera,;"CUSTOM PRIMO";;;casco-jet-origine-custom-primo;"En stock";"Bajo pedido";1;2012-10-18;2012-10-18;1;http://bubumotos.com/data/producto/grande/1350572085_thumb.jpg;1;;0;;0;0;0;0;1;0;0;0
1119;1;"FLASH GRAPHIC AV38";36;109.917355;1;;1;47.00;35.338346;;;;;;18;;;;;;;;0;1;;;;;;"<p>Casco fabricado en Fiberglass/Kevlar ofreciendo la maxima seguridad.Incopora la mejor serigrafia de la gama Flash.Interior de microfibra, totalmente desmontable y lavable.Se pueden acoplar varios tipos de visera.&nbsp;</p>";ciudad,;"FLASH GRAPHIC AV38";;;casco-jet-project-flash-graphic-av38;"En stock";"Bajo pedido";1;2012-10-19;2012-10-19;1;http://bubumotos.com/data/producto/grande/1350666380_barry_grafic_italia_blanco.jpg;1;;0;;0;0;0;0;1;0;0;0
1120;1;"GORDON CUSTOM KV75 L CONFEREDADO BL";36;109.917355;1;;1;48.00;36.090226;;;;;;18;;;;;;;;0;1;;;;;;"<p>El casco de moto mod.GORDON SINGLE VISOR.&nbsp;La visera interna es oscura, Casco de linea retro fabricado en fibra ,Kevlar mixta, con los interiores&nbsp;desmontables y lavables.</p>";ciudad,;"GORDON CUSTOM KV75 L CONFEREDADO BL";;;casco-jet-project-gordon-custom-kv75-l-conferedado-bl;"En stock";"Bajo pedido";1;2012-10-19;2012-10-19;1;http://bubumotos.com/data/producto/grande/1350666666_gordon__kv_75_white_blue_glossy.jpg;1;;0;;0;0;0;0;1;0;0;0
1121;1;"CUSTOM BLACK RACER FLAMES";36;139.669421;1;;0;NULL;NULL;;;;;;18;;;;;;;;4;1;;;;;;"<p>Casco fabricado por PROJECT. Calota unica fabricada en fibra de vidrio. Interior intercambiable y lavable. Cierre micrometrico, corsetes para la visera.Homologado.</p>";ciudad,;"CUSTOM BLACK RACER FLAMES";;;casco-jet-project-custom-black-racer-flames;"En stock";"Bajo pedido";1;2012-10-19;2012-10-19;1;http://bubumotos.com/data/producto/grande/1350667019_br_06_flames_fondo_bianco_rid.jpg_mid.jpg;1;;0;;0;0;0;0;1;0;0;0
1122;1;"CUSTOM BLACK RACER OPACO BR01";7,36;114.876033;1;;1;0.00;0.000000;;;;;;18;;;;;;;;4;1;;;;;;"<p>Casco fabricado por PROJECT. Calota unica fabricada en fibra de vidrio. Interior intercambiable y lavable. Cierre micrometrico, corsetes para la visera.Homologado.</p>";ciudad,;"CUSTOM BLACK RACER OPACO BR01";;;casco-jet-project-custom-black-racer-opaco-br01;"En stock";"Bajo pedido";1;2012-10-19;2012-10-19;1;http://bubumotos.com/data/producto/grande/1350667387_br_01l_fondo_bianco.jpg_mid.jpg;1;;0;;0;0;0;0;1;0;0;0
